formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	CHN2O3S	[M + Na]+	CHN2NaO3S+	Alkaloids	0.761	Histidine alkaloids	0.463	Imidazole alkaloids	0.462	Organoheterocyclic compounds	0.838	Heteroaromatic compounds	0.769					Heteroaromatic compounds	0.769	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	143.959	29	0.485	836975100538289071	836974937954476595	836974937954476594	14	
1	C6H7Cl5N2O5	[M - H2O + H]+	C6H6Cl5N2O4+	Alkaloids	0.321	Pseudoalkaloids (transamidation)	0.029	Halogenated fatty acids	0.187	Organohalogen compounds	1.000	Halohydrins	0.867	Chlorohydrins	0.944			Chlorohydrins	0.944	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Alkyl chlorides; Organochlorides; Carbonyl compounds; Alkanolamines; Halohydrins; Chlorohydrins; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	344.875	29	0.486	836975117273563183	836974937673458211	836974937673458210	10	
1	C6H4Cl3N3O2	[M + H]+	C6H5Cl3N3O2+	Alkaloids	0.799	Pseudoalkaloids (transamidation)	0.758	Purine alkaloids	0.901	Organoheterocyclic compounds	0.999	Diazines	0.896	Pyrimidines and pyrimidine derivatives	0.805	Halopyrimidines	0.605	Halopyrimidines	0.605	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Lactams; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Aryl chlorides; Diazines; Organochlorides; Halopyrimidines; Aryl halides; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	255.944	29	0.486	836975100597009334	836974937597960735	836974937593766430	9	
1	C6H16N2O2	[M - H2O + H]+	C6H15N2O+	Fatty acids	0.214	Aminosugars and aminoglycosides	0.062	Aminosugars	0.053	Organoheterocyclic compounds	0.508	Diazinanes	0.831	Piperazines	0.841	N-alkylpiperazines	0.824	N-alkylpiperazines	0.824	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Piperazines; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Dialkylamines; Trialkylamines; Diazinanes; Amines; Secondary amines; Tertiary amines; Alkanolamines; N-alkylpiperazines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	131.118	29	0.487	836975087301064661	836974938092888635	836974938088694330	16	
1	C3H2N2O3P2	[M + K]+	C3H2KN2O3P2+	Alkaloids	0.486	Nicotinic acid alkaloids	0.278	Pyridine alkaloids	0.280	Organoheterocyclic compounds	0.613							Organoheterocyclic compounds	0.613	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214.918	29	0.488	836975090002196531	836974938025779767	836974938025779766	15	
1	CH5O7P	[M + K]+	CH5KO7P+	Fatty acids	0.781	Fatty Acids and Conjugates	0.239	Halogenated fatty acids	0.104	Organic acids and derivatives	0.987	Organic phosphonic acids and derivatives	0.800	Organic phosphonic acids	0.895			Organic phosphonic acids	0.895	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Organic phosphonic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	198.940	29	0.488	836975094381050226	836974937891562031	836974937887367726	13	
1	C7H15FN4O2S	[M + K]+	C7H15FKN4O2S+	Alkaloids	0.213	Histidine alkaloids	0.045	Imidazole alkaloids	0.045	Organoheterocyclic compounds	0.949	Heteroaromatic compounds	0.844					Heteroaromatic compounds	0.844	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organohalogen compounds; Organonitrogen compounds; Alkyl fluorides; Organofluorides; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	277.054	30	0.501	836975098680212260	836974938159997503	836974938155803198	17	
1	C8H19N2O3P	[M + K]+	C8H19KN2O3P+	Alkaloids	0.496	Ornithine alkaloids	0.311	Polyamines	0.350	Organic nitrogen compounds	0.995	Organonitrogen compounds	0.976	Amines	0.561			Amines	0.561	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	261.076	30	0.501	836975094913726892	836974938298409543	836974938294215238	19	
1	C13H12N4OS	[M + Na]+	C13H12N4NaOS+	Alkaloids	0.838	Tryptophan alkaloids	0.230	Imidazole alkaloids	0.063	Benzenoids	0.961	Benzene and substituted derivatives	0.715					Benzene and substituted derivatives	0.715	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Azoles; Thiosemicarbazides; Thiosemicarbazones; Benzene and substituted derivatives; Benzenoids; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	295.063	30	0.502	836975572078739520	836974938227106371	836974938227106370	18	
1	C12H17ClO4	[M + K]+	C12H17ClKO4+	Polyketides	0.783	Sesquiterpenoids	0.218	Bisabolane sesquiterpenoids	0.357	Benzenoids	0.616	Benzene and substituted derivatives	0.584					Benzene and substituted derivatives	0.584	Organic compounds; Alcohols and polyols; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Organochlorides; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	299.044	30	0.502	836975096796969510	836974938428432975	836974938428432974	21	
1	C27H19F3N4O4S	[M + Na]+	C27H19F3N4NaO4S+	Alkaloids	0.231	Flavonoids	0.056	Simple coumarins	0.021	Benzenoids	0.999	Benzene and substituted derivatives	0.996	N-phenylthioureas	0.612			N-phenylthioureas	0.612	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Carboxylic acid derivatives; Thioureas; Organofluorides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alkyl halides; N-phenylthioureas; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	575.098	30	0.504	836975749510384243	836974938495541843	836974938491347538	22	
1	C9H15N5O4	[M - H2O + H]+	C9H14N5O3+	Alkaloids	0.432	Pseudoalkaloids (transamidation)	0.374	Purine alkaloids	0.273	Organoheterocyclic compounds	0.877	Azoles	0.744	Imidazoles	0.731	Substituted imidazoles	0.709	Aminoimidazoles	0.504	Organic compounds; Organoheterocyclic compounds; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Aminoimidazoles; Substituted imidazoles; N-substituted imidazoles; Amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	240.109	30	0.507	836975622821430455	836974938361324107	836974938361324106	20	
1	C7H14FN3O2	[M + K]+	C7H14FKN3O2+	Amino acids and Peptides	0.871	Small peptides	0.926	Aminoacids	0.925	Organic acids and derivatives	0.872	Carboxylic acids and derivatives	0.827	Amino acids, peptides, and analogues	0.686	Amino acids and derivatives	0.687	Amino acids and derivatives	0.687	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.070	31	0.510	836975499215286880	836974938625565275	836974938621370970	24	
1	C8H18N2O4S	[M + H]+	C8H19N2O4S+	Alkaloids	0.108	Diterpenoids	0.002	Sphingoid bases	0.034	Organoheterocyclic compounds	0.984	Diazinanes	0.997	Piperazines	0.997	N-alkylpiperazines	0.997	N-alkylpiperazines	0.997	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Piperazines; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Sulfonyls; Organosulfonic acids; 1,2-aminoalcohols; Trialkylamines; Diazinanes; Amines; Tertiary amines; Alkanolamines; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; N-alkylpiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	239.106	31	0.513	836975099229666140	836974938688479839	836974938688479838	25	
1	C19H29FN4O9	[M + K]+	C19H29FKN4O9+	Amino acids and Peptides	0.562	Nucleosides	0.193	Pyrimidine nucleosides	0.211	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.802	Amino acids and derivatives	0.795	N-acyl-alpha amino acids and derivatives	0.619	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Halobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; N-acyl amines; Fluorobenzenes; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Diazines; Organofluorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydropyrimidines; Benzene and substituted derivatives; Benzenoids; Aryl halides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	515.157	31	0.514	836975097895877315	836974938751394403	836974938747200098	26	
1	C40H42O13	[M + Na]+	C40H42NaO13+	Shikimates and Phenylpropanoids	0.688	Lignans	0.306	Furofuranoid lignans	0.134	Phenylpropanoids and polyketides	0.793	Cinnamic acids and derivatives	0.631	Hydroxycinnamic acids and derivatives	0.527	Hydroxycinnamic acid esters	0.634	Coumaric acid esters	0.655	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Coumaric acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Hydroxycinnamic acid esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	753.253	31	0.517	836975644833138541	836974938973692527	836974938969498222	29	
1	C7H17O6P	[M + K]+	C7H17KO6P+	Fatty acids	0.910	Fatty Acids and Conjugates	0.263	Fatty alcohols	0.158	Organic oxygen compounds	1.000	Organooxygen compounds	0.989					Organooxygen compounds	0.989	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	267.039	31	0.517	836975099573599098	836974939493786259	836974939493786258	38	
1	C8H18N2O4S	[M + Na]+	C8H18N2NaO4S+	Alkaloids	0.104	Small peptides	0.003	Sphingoid bases	0.032	Organoheterocyclic compounds	0.980	Diazinanes	0.996	Piperazines	0.996	N-alkylpiperazines	0.996	N-alkylpiperazines	0.996	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Piperazines; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Sulfonyls; Organosulfonic acids; 1,2-aminoalcohols; Trialkylamines; Diazinanes; Amines; Tertiary amines; Alkanolamines; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; N-alkylpiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	261.088	31	0.519	836975094137780571	836974939040801395	836974939036607090	30	
1	C6H13NO7S	[M + K]+	C6H13KNO7S+	Amino acids and Peptides	0.608	Amino acid glycosides	0.348	Aminosugars	0.038	Organic acids and derivatives	0.989	Organic sulfuric acids and derivatives	0.996	Sulfuric acid esters	0.806	Sulfuric acid monoesters	0.657	Sulfuric acid monoesters	0.657	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	282.003	31	0.520	836975611337425781	836974941045678847	836974941045678846	65	
1	C17H19FN2O6	[M - H2O + H]+	C17H18FN2O5+	Shikimates and Phenylpropanoids	0.434	Coumarins	0.188	Simple coumarins	0.121	Benzenoids	0.992	Benzene and substituted derivatives	0.945	Halobenzenes	0.893	Fluorobenzenes	0.901	Fluorobenzenes	0.901	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Carboxylic acids; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	349.119	31	0.520	836975636813629120	836974939158241915	836974939154047610	32	
1	C8H21NO3SSi	[M + K]+	C8H21KNO3SSi+	Amino acids and Peptides	0.763	Small peptides	0.611	Aminoacids	0.678	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.960	Amino acids, peptides, and analogues	0.884	Amino acids and derivatives	0.882	Alpha amino acids	0.503	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	278.065	31	0.522	836975109094669914	836974939095327351	836974939095327350	31	
1	C38H40O17	[M + Na]+	C38H40NaO17+	Shikimates and Phenylpropanoids	0.986	Flavonoids	0.861	Flavones	0.839	Phenylpropanoids and polyketides	0.983	Flavonoids	0.894	Flavonoid glycosides	0.785			Flavonoid glycosides	0.785	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Flavonoids; Cinnamic acids and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Monosaccharides; Flavones; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous acids; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	791.212	31	0.523	836975618773926963	836974939271488131	836974939267293826	34	
1	C13H17FN3O4	[M + Na]+	C13H17FN3NaO4+	Alkaloids	0.346	Ornithine alkaloids	0.197	Pyrimidine nucleosides	0.056	Benzenoids	0.873	Benzene and substituted derivatives	0.777	Nitrobenzenes	0.514			Nitrobenzenes	0.514	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Nitrobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Organic oxoazanium compounds; Organofluorides; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	321.109	31	0.524	836975630757053946	836974939384734347	836974939380540042	36	
