formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
2	C9H10N4O3	[M + H3N + H]+	C9H14N5O3+	Alkaloids	0.874	Pseudoalkaloids (transamidation)	0.964	Purine alkaloids	0.991	Organoheterocyclic compounds	0.989	Imidazopyrimidines	0.764	Purines and purine derivatives	0.828	Xanthines	0.899	Xanthines	0.899	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Lactams; Purines and purine derivatives; Xanthines; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; 6-oxopurines; Imidazopyrimidines; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	240.109	30	0.507	836975622821430454	836974938361324107	836974938361324106	20	
1	C7H14FN3O2	[M + K]+	C7H14FKN3O2+	Amino acids and Peptides	0.871	Small peptides	0.926	Aminoacids	0.925	Organic acids and derivatives	0.872	Carboxylic acids and derivatives	0.827	Amino acids, peptides, and analogues	0.686	Amino acids and derivatives	0.687	Amino acids and derivatives	0.687	Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Alkyl fluorides; Monocarboxylic acids and derivatives; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	230.070	31	0.510	836975499215286880	836974938625565275	836974938621370970	24	
1	C8H18N2O4S	[M + H]+	C8H19N2O4S+	Alkaloids	0.108	Diterpenoids	0.002	Sphingoid bases	0.034	Organoheterocyclic compounds	0.984	Diazinanes	0.997	Piperazines	0.997	N-alkylpiperazines	0.997	N-alkylpiperazines	0.997	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Piperazines; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Sulfonyls; Organosulfonic acids; 1,2-aminoalcohols; Trialkylamines; Diazinanes; Amines; Tertiary amines; Alkanolamines; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; N-alkylpiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	239.106	31	0.513	836975099229666140	836974938688479839	836974938688479838	25	
1	C19H29FN4O9	[M + K]+	C19H29FKN4O9+	Amino acids and Peptides	0.562	Nucleosides	0.193	Pyrimidine nucleosides	0.211	Organic acids and derivatives	0.997	Carboxylic acids and derivatives	0.984	Amino acids, peptides, and analogues	0.802	Amino acids and derivatives	0.795	N-acyl-alpha amino acids and derivatives	0.619	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Halobenzenes; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; N-acyl amines; Fluorobenzenes; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Diazines; Organofluorides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydropyrimidines; Benzene and substituted derivatives; Benzenoids; Aryl halides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	515.157	31	0.514	836975097895877315	836974938751394403	836974938747200098	26	
1	C40H42O13	[M + Na]+	C40H42NaO13+	Shikimates and Phenylpropanoids	0.688	Lignans	0.306	Furofuranoid lignans	0.134	Phenylpropanoids and polyketides	0.793	Cinnamic acids and derivatives	0.631	Hydroxycinnamic acids and derivatives	0.527	Hydroxycinnamic acid esters	0.634	Coumaric acid esters	0.655	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Coumaric acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Hydroxycinnamic acid esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	753.253	31	0.517	836975644833138541	836974938973692527	836974938969498222	29	
1	C7H17O6P	[M + K]+	C7H17KO6P+	Fatty acids	0.910	Fatty Acids and Conjugates	0.263	Fatty alcohols	0.158	Organic oxygen compounds	1.000	Organooxygen compounds	0.989					Organooxygen compounds	0.989	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	267.039	31	0.517	836975099573599098	836974939493786259	836974939493786258	38	
1	C8H18N2O4S	[M + Na]+	C8H18N2NaO4S+	Alkaloids	0.104	Small peptides	0.003	Sphingoid bases	0.032	Organoheterocyclic compounds	0.980	Diazinanes	0.996	Piperazines	0.996	N-alkylpiperazines	0.996	N-alkylpiperazines	0.996	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alcohols and polyols; Piperazines; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Sulfonyls; Organosulfonic acids; 1,2-aminoalcohols; Trialkylamines; Diazinanes; Amines; Tertiary amines; Alkanolamines; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; N-alkylpiperazines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	261.088	31	0.519	836975094137780571	836974939040801395	836974939036607090	30	
1	C6H13NO7S	[M + K]+	C6H13KNO7S+	Amino acids and Peptides	0.608	Amino acid glycosides	0.348	Aminosugars	0.038	Organic acids and derivatives	0.989	Organic sulfuric acids and derivatives	0.996	Sulfuric acid esters	0.806	Sulfuric acid monoesters	0.657	Sulfuric acid monoesters	0.657	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	282.003	31	0.520	836975611337425781	836974941045678847	836974941045678846	65	
2	C17H17FN2O5	[M + H]+	C17H18FN2O5+	Shikimates and Phenylpropanoids	0.534	Coumarins	0.143	Simple coumarins	0.089	Benzenoids	0.997	Benzene and substituted derivatives	0.950	Halobenzenes	0.910	Fluorobenzenes	0.925	Fluorobenzenes	0.925	Organic compounds; Organoheterocyclic compounds; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Monocarboxylic acids and derivatives; Organofluorides; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	349.119	31	0.520	836975636813629118	836974939158241915	836974939154047610	32	
2	C12H9N5O2	[M + Na]+	C12H9N5NaO2+	Alkaloids	0.876	Pseudoalkaloids (transamidation)	0.441	Purine alkaloids	0.838	Benzenoids	0.976	Benzene and substituted derivatives	0.873	Phenoxy compounds	0.588			Phenoxy compounds	0.588	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Diazines; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	278.065	31	0.522	836975109094669915	836974939095327351	836974939095327350	31	
1	C38H40O17	[M + Na]+	C38H40NaO17+	Shikimates and Phenylpropanoids	0.986	Flavonoids	0.861	Flavones	0.839	Phenylpropanoids and polyketides	0.983	Flavonoids	0.894	Flavonoid glycosides	0.785			Flavonoid glycosides	0.785	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Flavonoids; Cinnamic acids and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Monosaccharides; Flavones; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous acids; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	791.212	31	0.523	836975618773926963	836974939271488131	836974939267293826	34	
3	C16H14O2	[M + K]+	C16H14KO2+	Shikimates and Phenylpropanoids	0.869	Phenylpropanoids (C6-C3)	0.760	Cinnamic acids and derivatives	0.736	Benzenoids	0.987	Benzene and substituted derivatives	0.784					Benzene and substituted derivatives	0.784	Organic compounds; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277.061	31	0.524	836975129126666850	836974939439260303	836974939439260302	37	
3	C48H30N4O8	[M + K]+	C48H30KN4O8+	Shikimates and Phenylpropanoids	0.775	Terphenyls	0.369	p-Terphenyls	0.342	Benzenoids	0.998	Benzene and substituted derivatives	0.994	Benzoic acids and derivatives	0.762			Benzoic acids and derivatives	0.762	Organic compounds; Alkyl aryl ethers; Anisoles; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	829.168	31	0.524	836975121363009788	836974939330208391	836974939326014086	35	
1	C7H15O4	[M + K]+	C7H15KO4+	Fatty acids	0.835	Fatty acyls	0.274	Fatty alcohols	0.364	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Alcohols and polyols	0.860	Secondary alcohols	0.563	Secondary alcohols	0.563	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Secondary alcohols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	202.060	31	0.525	836975096826329654	836974939607032475	836974939602838170	40	
4	C19H29F3N4O5S2	[M + K]+	C19H29F3KN4O5S2+	Amino acids and Peptides	0.329	Oligopeptides	0.036	Cyclamides	0.031	Benzenoids	0.970	Benzene and substituted derivatives	0.959	Benzenesulfonamides	0.654			Benzenesulfonamides	0.654	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Benzenesulfonamides; Halobenzenes; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Alkyl fluorides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Sulfonyls; Organofluorides; Organosulfonamides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aryl halides; Alkyl halides; Aminosulfonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	553.117	32	0.526	836975104178945242	836974939665752735	836974939665752734	41	
6	C22H28F2N6O5	[M - H2O + H]+	C22H27F2N6O4+	Alkaloids	0.153	Small peptides	0.020	Cyclamides	0.012	Organic acids and derivatives	0.941	Carboxylic acids and derivatives	0.844	Amino acids, peptides, and analogues	0.688	Amino acids and derivatives	0.685	Amino acids and derivatives	0.685	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Halobenzenes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; Fluorobenzenes; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aryl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	477.205	32	0.526	836975094662068642	836974939720278691	836974939716084386	42	
4	C48H42O6	[M + H]+	C48H43O6+	Terpenoids	0.564	Carotenoids (C40)	0.375	Selaginellins	0.351	Benzenoids	0.994	Phenol ethers	0.542					Phenol ethers	0.542	Organic compounds; Ketones; Alkyl aryl ethers; Organic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	715.303	32	0.526	836975096486590994	836974939774804647	836974939770610342	43	
5	C10H22O7	[M + K]+	C10H22KO7+	Fatty acids	0.985	Fatty acyls	0.949	Fatty alcohols	0.974	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.523	Sugar alcohols	0.885	Sugar alcohols	0.885	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Sugar alcohols; Polyols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	293.099	32	0.528	836975109556043409	836974939942576819	836974939938382514	46	
4	C5H8F5N3	[M + H]+	C5H9F5N3+	Alkaloids	0.950	Nicotinic acid alkaloids	0.941	Pyridine alkaloids	0.941	Organoheterocyclic compounds	0.918	Pyridines and derivatives	0.665					Pyridines and derivatives	0.665	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Hydrazines and derivatives; Organohalogen compounds; Organonitrogen compounds; Alkyl fluorides; Organofluorides; Alkyl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	206.072	32	0.531	836975094435576192	836974940605276899	836974940601082594	58	
4	C35H46N4O10S	[M + K]+	C35H46KN4O10S+	Amino acids and Peptides	0.723	Oligopeptides	0.997	Linear peptides	0.864	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.992	Amino acids, peptides, and analogues	0.989	Peptides	0.620	Peptides	0.620	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenols; Lactams; Phenethylamines; Amphetamines and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Organic carbonic acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Sulfonyls; N-acyl-alpha amino acids and derivatives; N-carbamoyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; N-carbamoyl-alpha amino acids; Benzenoids; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	753.257	32	0.535	836975600780362406	836974938562650711	836974938558456406	23	
1	C13H23N5O7S	[M + K]+	C13H23KN5O7S+	Amino acids and Peptides	0.821	Small peptides	0.556	Tripeptides	0.093	Organic acids and derivatives	0.950	Carboxylic acids and derivatives	0.643	Amino acids, peptides, and analogues	0.609	Amino acids and derivatives	0.608	Alpha amino acids	0.606	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	432.097	32	0.537	836975102694161487	836974940097766079	836974940097766078	49	
1	C6H13NO3	[M + Na]+	C6H13NNaO3+	Amino acids and Peptides	0.827	Small peptides	0.871	Aminoacids	0.708	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.651	Amino acids and derivatives	0.647	Amino acids and derivatives	0.647	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	170.079	32	0.539	836975663506180213	836974940160680643	836974940160680642	50	
