feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
972	1	Terpenoids	0.5	Steroids	0.5	Ergostane steroids	0.5	10.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105015666	GRAQKRWSADHTNS-NSUURNEBSA-N	InChI=1S/C28H42O6/c1-14-10-24(34-25(32)15(14)2)28(5,33)21-9-8-19-18-7-6-16-11-17(29)12-22(30)26(16,3)20(18)13-23(31)27(19,21)4/h6,17-24,29-31,33H,7-13H2,1-5H3/t17-,18+,19+,20+,21+,22+,23-,24-,26+,27+,28-/m1/s1	CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@H]3[C@@H]4CC=C5C[C@@H](O)C[C@H](O)[C@]5(C)[C@H]4C[C@@H](O)[C@]23C)C1	C28H42O6	pos_2_1proton1sodium	474.298139064	(2R)-2-[(1R)-1-hydroxy-1-[(1S,3R,8S,9S,10R,12R,13S,14S,17S)-1,3,12-trihydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethyl]-4,5-dimethyl-2,3-dihydropyran-6-one	GRAQKRWSADHTNS	Terpenoids	Steroids	Ergostane steroids	http://www.wikidata.org/entity/Q89116420	Eriolarynx australis	974489.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Physaleae']	['Iochroma']	['Iochroma australe']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	3	7.5	1
972	1	Terpenoids	0.5	Steroids	0.5	Ergostane steroids	0.5	10.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105142212	KKJFBZYVMWSSOY-DLMIMKPCSA-N	InChI=1S/C28H42O6/c1-13-10-20(33-25(31)14(13)2)15(3)17-6-7-18-22-19(8-9-26(17,18)4)27(5)21(30)11-16(29)12-28(27,32)24-23(22)34-24/h15-24,29-30,32H,6-12H2,1-5H3/t15-,16-,17+,18-,19-,20+,21-,22-,23-,24-,26+,27-,28-/m0/s1	CC1=C(C)C(=O)O[C@@H]([C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@@H]5O[C@@H]5[C@@]5(O)C[C@@H](O)C[C@H](O)[C@]5(C)[C@H]4CC[C@]23C)C1	C28H42O6	pos_2_1proton1sodium	474.298139064	(22R)-1alpha,3beta,5alpha,22-Tetrahydroxy-6alpha,7alpha-epoxy-5alpha-ergosta-24-ene-26-oic acid delta-lactone	KKJFBZYVMWSSOY	Terpenoids	Steroids	Ergostane steroids	http://www.wikidata.org/entity/Q852660	Withania somnifera	374058.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Physaleae']	['Withania']	['Withania somnifera']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	3	7.5	1
972	1	Terpenoids	0.5	Steroids	0.5	Ergostane steroids	0.5	10.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105306801	WJIFGCPZQNCQCO-MCMIQRFLSA-N	InChI=1S/C28H42O6/c1-15-12-22(34-25(32)16(15)2)18(14-29)20-8-7-19-17-13-24(31)28(33)10-5-6-23(30)27(28,4)21(17)9-11-26(19,20)3/h17-22,24,29,31,33H,5-14H2,1-4H3/t17-,18-,19-,20+,21-,22+,24+,26-,27-,28-/m0/s1	CC1=C(C)C(=O)O[C@@H]([C@@H](CO)[C@H]2CC[C@H]3[C@@H]4C[C@@H](O)[C@@]5(O)CCCC(=O)[C@]5(C)[C@H]4CC[C@]23C)C1	C28H42O6	pos_2_1proton1sodium	474.298139064	Withametelin C	WJIFGCPZQNCQCO	Terpenoids	Steroids	Ergostane steroids	http://www.wikidata.org/entity/Q715019	Datura metel	689835.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Datureae']	['Datura']	['Datura metel']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	3	7.5	1
957	-1							1.0	0.4581412	ISDB	http://www.wikidata.org/entity/Q4370	FATBGEAMYMYZAF-KTKRTIGZSA-N	InChI=1S/C18H35NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H2,19,20)/b10-9-	CCCCCCCC/C=C\CCCCCCCC(N)=O	C18H35NO		281.27186474	Oleamide	FATBGEAMYMYZAF	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q221179	Streptococcus pneumoniae	699152.0	['Bacteria']	['Unknown']	['Firmicutes']	['Bacilli']	['Lactobacillales']	['Streptococcaceae']	['Unknown']	['Streptococcus']	['Streptococcus pneumoniae']											0	0	1.8325648307800293	1
956	8	Fatty acids	0.7903225806451613	Sesquiterpenoids	0.45161290322580644	N-acyl amines	0.3870967741935484	3.0	0.68256	ISDB	http://www.wikidata.org/entity/Q105378778	ZKWFMIAGZQACFE-NWLVNBMCSA-N	InChI=1S/C20H36O/c1-17(2)9-6-10-18(3)11-7-12-19(4)13-8-14-20(5)15-16-21/h9,11,13,20-21H,6-8,10,12,14-16H2,1-5H3/b18-11+,19-13+	CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(C)CCO	C20H36O		292.276615772	Geranylcitronellol	ZKWFMIAGZQACFE	Fatty acids	Fatty acyls	Fatty alcohols	http://www.wikidata.org/entity/Q2928287	Bupleurum spinosum		['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	1	3.2302401065826416	1
955	5	Fatty acids	0.6153846153846154	Fatty amides	0.38461538461538464	Primary amides	0.23076923076923078	1.0	0.78906614	ISDB	http://www.wikidata.org/entity/Q105149280	LBHQTVBKPMHICN-MDZDMXLPSA-N	InChI=1S/C20H39NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H2,21,22)/b10-9+	CCCCCCCC/C=C/CCCCCCCCCC(N)=O	C20H39NO		309.303164868	trans-11-Icosenamide	LBHQTVBKPMHICN	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q1144013	Streptomyces	772892.0	['Bacteria']	['Unknown']	['Actinobacteria']	['Unknown']	['Streptomycetales']	['Streptomycetaceae']	['Unknown']	['Streptomyces']	['Unknown']											0	3	4.656264543533325	1
950	49	Fatty acids	0.42857142857142855	Fatty amides	0.42857142857142855	Primary amides	0.42857142857142855	1.0	0.57060564	ISDB	http://www.wikidata.org/entity/Q105114935	IKTUYWKAUCFSRW-UHFFFAOYSA-N	InChI=1S/C17H36N2O/c1-16(18)10-7-5-3-2-4-6-8-11-17-12-9-13-19(17)14-15-20/h16-17,20H,2-15,18H2,1H3	CC(N)CCCCCCCCCC1CCCN1CCO	C17H36N2O		284.282763772	2-(10-Aminoundecyl)pyrrolidine-1-ethanol	IKTUYWKAUCFSRW	Alkaloids	Ornithine alkaloids		http://www.wikidata.org/entity/Q2646913	Epilachna borealis	199908.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Coleoptera']	['Coccinellidae']	['Epilachnini']	['Epilachna']	['Epilachna borealis']		['Eukaryota']									1	0	3.2824225425720215	1
948	11	Terpenoids	1.0	Saccharides	0.8	Ergostane steroids	0.8	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105178842	NGDNSEJCTJLCLZ-KACLDGTGSA-N	InChI=1S/C28H41ClO7/c1-15(18-14-23(3)25(5,36-23)21(32)35-18)27(33)11-12-28(34)17-13-20(31)26(29)9-6-7-19(30)24(26,4)16(17)8-10-22(27,28)2/h6-7,15-18,20-21,31-34H,8-14H2,1-5H3/t15-,16+,17-,18-,20-,21-,22+,23+,24+,25-,26+,27-,28+/m1/s1	C[C@H]([C@H]1C[C@]2(C)O[C@]2(C)[C@H](O)O1)[C@]1(O)CC[C@]2(O)[C@@H]3C[C@@H](O)[C@@]4(Cl)CC=CC(=O)[C@]4(C)[C@H]3CC[C@@]12C	C28H41ClO7	pos_3_2proton1sodium	524.254081332	(5R,6R,8R,9S,10S,13R,14S,17R)-5-chloro-6,14,17-trihydroxy-17-[(1R)-1-[(1S,2R,4R,6S)-2-hydroxy-1,6-dimethyl-3,7-dioxabicyclo[4.1.0]heptan-4-yl]ethyl]-10,13-dimethyl-6,7,8,9,11,12,15,16-octahydro-4H-cyclopenta[a]phenanthren-1-one	NGDNSEJCTJLCLZ	Terpenoids	Steroids	Ergostane steroids	http://www.wikidata.org/entity/Q15528888	Jaborosa bergii	5784103.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Jaboroseae']	['Jaborosa']	['Jaborosa bergii']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	3	7.5	1
936	5	Fatty acids	0.6153846153846154	Fatty amides	0.38461538461538464	Primary amides	0.23076923076923078	1.0	0.67195976	ISDB									XCADPUVJDQXSTQ							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.6878390312194824	1
935	5	Fatty acids	0.6153846153846154	Fatty amides	0.38461538461538464	Primary amides	0.23076923076923078	1.0	0.68620735	ISDB									XCADPUVJDQXSTQ							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.7448294162750244	1
928	49	Fatty acids	0.42857142857142855	Fatty amides	0.42857142857142855	Primary amides	0.42857142857142855	2.0	0.5602282	ISDB	http://www.wikidata.org/entity/Q103817977	CRMQYXFOUKOYJO-UHFFFAOYSA-N	InChI=1S/C17H35NO/c1-3-16(2)14-12-10-8-6-4-5-7-9-11-13-15-17(18)19/h16H,3-15H2,1-2H3,(H2,18,19)	CCC(C)CCCCCCCCCCCCC(N)=O	C17H35NO		269.27186474	Bacillamidin G	CRMQYXFOUKOYJO	Fatty acids	Fatty amides	Primary amides	http://www.wikidata.org/entity/Q4838979	Bacillus pumilus	37567.0	['Bacteria']	['Unknown']	['Firmicutes']	['Bacilli']	['Bacillales']	['Bacillaceae']	['Unknown']	['Bacillus']	['Bacillus pumilus']											0	3	3.740912914276123	1
927	8	Fatty acids	0.7903225806451613	Sesquiterpenoids	0.45161290322580644	N-acyl amines	0.3870967741935484	1.0	0.7532314	ISDB	http://www.wikidata.org/entity/Q105256487	SNIUTNKNNXNVFA-UHFFFAOYSA-N	InChI=1S/C20H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h16-19H,2-15H2,1H3,(H2,21,22)	CCCCCCCCCCCCCCCC=CC=CC(N)=O	C20H37NO		307.287514804	Icosa-2,4-dienamide	SNIUTNKNNXNVFA				http://www.wikidata.org/entity/Q685336	Piper longum	97780.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper longum']											0	0	3.012925624847412	1
923	8	Fatty acids	0.7903225806451613	Sesquiterpenoids	0.45161290322580644	N-acyl amines	0.3870967741935484	1.0	0.7798115	ISDB	http://www.wikidata.org/entity/Q105256487	SNIUTNKNNXNVFA-UHFFFAOYSA-N	InChI=1S/C20H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h16-19H,2-15H2,1H3,(H2,21,22)	CCCCCCCCCCCCCCCC=CC=CC(N)=O	C20H37NO		307.287514804	Icosa-2,4-dienamide	SNIUTNKNNXNVFA				http://www.wikidata.org/entity/Q685336	Piper longum	97780.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper longum']											0	0	3.119246006011963	1
922	55	Fatty acids	0.5	Glycerolipids	0.5	Monoacylglycerols	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27887716	QHZLMUACJMDIAE-UHFFFAOYSA-N	InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3	CCCCCCCCCCCCCCCC(=O)OCC(O)CO	C19H38O4	pos_1_1proton1isopropanol	330.277009696	Glyceryl palmitate	QHZLMUACJMDIAE	Fatty acids	Glycerolipids	Monoacylglycerols	http://www.wikidata.org/entity/Q181095	Nicotiana tabacum	222787.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']	['Nicotiana tabacum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']		8	3	9.5	1
921	91	Fatty acids	1.0	Fatty Acids and Conjugates	1.0	Unsaturated fatty acids	0.5	14.0	0.0	MS1_match	http://www.wikidata.org/entity/Q407426	OYHQOLUKZRVURQ-HZJYTTRNSA-N	InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10H,2-5,8,11-17H2,1H3,(H,19,20)/b7-6-,10-9-	CCCCC/C=C\C/C=C\CCCCCCCC(=O)O	C18H32O2	pos_1_1proton1methanol	280.240230264	Linoleic Acid	OYHQOLUKZRVURQ	Fatty acids	Fatty Acids and Conjugates	Unsaturated fatty acids	http://www.wikidata.org/entity/Q181095	Nicotiana tabacum	222787.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']	['Nicotiana tabacum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Nicotianeae']	['Nicotiana']		8	3	9.5	1
919	1	Terpenoids	0.5	Steroids	0.5	Ergostane steroids	0.5	1.0	0.20826586	ISDB									MWZMYOKZAZMTRP							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	0.8330634236335754	1
