"feature_id_full","feature_id","feature_mz","feature_rt","Pt_vs_wt_p_value","Pt_vs_wt_p_value_minus_log10","Pt_vs_wt_fold_change","Pt_vs_wt_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"715_365.11_7",715,365.1059422992,6.9993205,0.00311517300436883,2.50651782933985,0.708388929350505,-0.497386428952146,"Amino acids and Peptides","Small peptides","N-acyl amines","Lykurim",NA,NA,"CS(=O)(=O)OCCNCC(C(CNCCOS(=O)(=O)C)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H24N2O8S2/c1-21(15,16)19-5-3-11-7-9(13)10(14)8-12-4-6-20-22(2,17)18/h9-14H,3-8H2,1-2H3","BYZJBHCTZJGJFV"
"267_519.32_2.7",267,519.318035971715,2.742254,0.00329209467897898,2.48252768319037,0.772957268447674,-0.371539435333184,"Amino acids and Peptides","Linear polyketides","Open-chain polyketides","N-[(4R,7S,8R)-8-methoxy-4,7,10-trimethyl-5-[4-oxanyl(oxo)methyl]-11-oxo-2-oxa-5,10-diazabicyclo[10.4.0]hexadeca-1(12),13,15-trien-14-yl]cyclopropanecarboxamide",NA,"O=C(CCc1ccc(O)c(O)c1)NCCCCNCCCNC(=O)CCc1ccc(O)c(O)c1","CC1CN(C(COC2=C(C=C(C=C2)NC(=O)C3CC3)C(=O)N(CC1OC)C)C)C(=O)C4CCOCC4",NA,NA,NA,NA,"RNEHQZRKZJSYOL","InChI=1S/C25H35N3O6/c29-20-8-4-18(16-22(20)31)6-10-24(33)27-14-2-1-12-26-13-3-15-28-25(34)11-7-19-5-9-21(30)23(32)17-19/h4-5,8-9,16-17,26,29-32H,1-3,6-7,10-15H2,(H,27,33)(H,28,34)","RNEHQZRKZJSYOL-UHFFFAOYSA-N","InChI=1S/C27H39N3O6/c1-17-14-30(26(32)20-9-11-35-12-10-20)18(2)16-36-23-8-7-21(28-25(31)19-5-6-19)13-22(23)27(33)29(3)15-24(17)34-4/h7-8,13,17-20,24H,5-6,9-12,14-16H2,1-4H3,(H,28,31)","GAPZQUHMQDIXFX"
"538_205.07_5.8",538,205.068328891157,5.839932,0.00335111849556187,2.4748102152388,0.801426028565432,-0.319358728776661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305_377.25_3.8",305,377.254804159751,3.7607117,0.00337882811357158,2.47123390092298,0.803671429494454,-0.315322299858276,"Amino acids and Peptides","Small peptides","Dipeptides","N-[2-[4-(adamantane-1-carbonyl)piperazin-1-yl]-2-oxo-ethyl]prop-2-enamide (3e)",NA,"CCCCC/C=C/C/C=C\CCCCCCCC(=O)OC[C@H](O)CO","C=CC(=O)NCC(=O)N1CCN(CC1)C(=O)C23CC4CC(C2)CC(C4)C3",NA,NA,NA,NA,"WECGLUPZRHILCT","InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6+,10-9-/t20-/m1/s1","WECGLUPZRHILCT-IHNKIBRCSA-N","InChI=1S/C20H29N3O3/c1-2-17(24)21-13-18(25)22-3-5-23(6-4-22)19(26)20-10-14-7-15(11-20)9-16(8-14)12-20/h2,14-16H,1,3-13H2,(H,21,24)","HYUPHTCREDOBCB"
"226_408.25_1.9",226,408.249183309363,1.9205407,0.00349447193957609,2.45661844253776,0.792600289619073,-0.335334600415273,"Amino acids and Peptides","Small peptides","Tripeptides","2-((3-Aziridin-1-ylpropionyl)methyl)-2-ethylpropane-1,3-diyl bis(aziridine-1-propionate)",NA,"C/C=C(\C)C(=O)OC1CC2C(O)C(OC(=O)C(C)C)C(C1)N2C","CCC(COC(=O)CCN1CC1)(COC(=O)CCN2CC2)COC(=O)CCN3CC3",NA,NA,NA,NA,"RZKWUOOSGIFSGP","InChI=1S/C17H27NO5/c1-6-10(4)17(21)22-11-7-12-14(19)15(13(8-11)18(12)5)23-16(20)9(2)3/h6,9,11-15,19H,7-8H2,1-5H3/b10-6+","RZKWUOOSGIFSGP-UXBLZVDNSA-N","InChI=1S/C21H35N3O6/c1-2-21(15-28-18(25)3-6-22-9-10-22,16-29-19(26)4-7-23-11-12-23)17-30-20(27)5-8-24-13-14-24/h2-17H2,1H3","KDRBAEZRIDZKRP"
"663_345.14_6.6",663,345.139196618284,6.6331086,0.00356091431055796,2.44843847701364,0.780890304949268,-0.356808193921733,"Alkaloids","Tryptophan alkaloids","Cyclamides","Desisopropyl butyl torsemide","C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H](C(CO)O)O)O)O)O)O)O)O","CCCCCC(=O)O[C@H]1[C@H](OC(=O)C(C)C)[C@@H](OC(C)=O)[C@@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2OC(=O)CCCCC)O[C@@H]1CO","CCCCNC(=O)NS(=O)(=O)C1=C(C=CN=C1)NC2=CC=CC(=C2)C","InChI=1S/C12H24O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h4-21H,1-3H2/t4?,5-,6-,7-,8-,9-,10+,11-,12+/m1/s1","InChI=1S/C12H24O11/c13-1-4(15)7(17)8(18)5(16)3-22-12-11(21)10(20)9(19)6(2-14)23-12/h4-21H,1-3H2/t4?,5-,6-,7-,8-,9-,10+,11-,12+/m1/s1 [M+H]+","SERLAGPUMNYUCK-BLEZHGCXSA-N","SERLAGPUMNYUCK","BVFYJVCMRWNZTQ","InChI=1S/C30H50O15/c1-6-8-10-12-21(35)41-24-20(15-32)40-29(26(39-18(5)34)25(24)43-28(38)17(3)4)45-30(16-33)27(23(37)19(14-31)44-30)42-22(36)13-11-9-7-2/h17,19-20,23-27,29,31-33,37H,6-16H2,1-5H3/t19-,20-,23-,24-,25+,26-,27+,29-,30+/m1/s1","BVFYJVCMRWNZTQ-KJCPGIIQSA-N","InChI=1S/C17H22N4O3S/c1-3-4-9-19-17(22)21-25(23,24)16-12-18-10-8-15(16)20-14-7-5-6-13(2)11-14/h5-8,10-12H,3-4,9H2,1-2H3,(H,18,20)(H2,19,21,22)","YITRQCQYMPXGMU"
"385_196.06_4.2",385,196.063827260825,4.151397,0.0036964706382922,2.4322127391292,0.738672366919872,-0.436993486172547,"Fatty acids","Spingolipids","Sphingoid bases","N,N-Bis(2-hydroxyethyl)-2-aminoethanesulfonic acid","C1COCCN1CCS(=O)(=O)O",NA,"C(CO)N(CCO)CCS(=O)(=O)O","InChI=1S/C6H13NO4S/c8-12(9,10)6-3-7-1-4-11-5-2-7/h1-6H2,(H,8,9,10)",NA,"SXGZJKUKBWWHRA-UHFFFAOYSA-N","SXGZJKUKBWWHRA",NA,NA,NA,"InChI=1S/C6H15NO5S/c8-4-1-7(2-5-9)3-6-13(10,11)12/h8-9H,1-6H2,(H,10,11,12)","AJTVSSFTXWNIRG"
"545_158.96_5.8",545,158.964079670213,5.842617,0.00400825038037139,2.39704515754566,0.818258216553079,-0.289371910699066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68_376.26_0.5",68,376.25915551679,0.5249083,0.00436367440790753,2.36014766141191,0.791091702860136,-0.338083154180151,"Alkaloids","Anthranilic acid alkaloids","N-acyl amines","1,3,5-Tris(2,2-dimethylpropionylamino)benzene",NA,"CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1|COc1cc(CNC(=O)CCCCCC(C)C)ccc1O","CC(C)(C)C(=O)NC1=CC(=CC(=C1)NC(=O)C(C)(C)C)NC(=O)C(C)(C)C",NA,NA,NA,NA,"RGOVYLWUIBMPGK|VQEONGKQWIFHMN","InChI=1S/C17H27NO3/c1-3-4-5-6-7-8-9-17(20)18-13-14-10-11-15(19)16(12-14)21-2/h10-12,19H,3-9,13H2,1-2H3,(H,18,20)|InChI=1S/C17H27NO3/c1-13(2)7-5-4-6-8-17(20)18-12-14-9-10-15(19)16(11-14)21-3/h9-11,13,19H,4-8,12H2,1-3H3,(H,18,20)","RGOVYLWUIBMPGK-UHFFFAOYSA-N|VQEONGKQWIFHMN-UHFFFAOYSA-N","InChI=1S/C21H33N3O3/c1-19(2,3)16(25)22-13-10-14(23-17(26)20(4,5)6)12-15(11-13)24-18(27)21(7,8)9/h10-12H,1-9H3,(H,22,25)(H,23,26)(H,24,27)","CPEULHAPWXMDDV"
"273_519.32_2.9",273,519.318036963313,2.8882504,0.00439093097152172,2.35744339025222,0.758521174453351,-0.398738640384131,"Amino acids and Peptides","Oligopeptides","Open-chain polyketides","Glidobactin D",NA,"O=C(CCc1ccc(O)c(O)c1)NCCCCNCCCNC(=O)CCc1ccc(O)c(O)c1","CCC(CCCCC=CC=CC(=O)NC(C(C)O)C(=O)NC1CC(CCNC(=O)C=CC(NC1=O)C)O)O",NA,NA,NA,NA,"RNEHQZRKZJSYOL","InChI=1S/C25H35N3O6/c29-20-8-4-18(16-22(20)31)6-10-24(33)27-14-2-1-12-26-13-3-15-28-25(34)11-7-19-5-9-21(30)23(32)17-19/h4-5,8-9,16-17,26,29-32H,1-3,6-7,10-15H2,(H,27,33)(H,28,34)","RNEHQZRKZJSYOL-UHFFFAOYSA-N","InChI=1S/C27H44N4O7/c1-4-20(33)11-9-7-5-6-8-10-12-24(36)31-25(19(3)32)27(38)30-22-17-21(34)15-16-28-23(35)14-13-18(2)29-26(22)37/h6,8,10,12-14,18-22,25,32-34H,4-5,7,9,11,15-17H2,1-3H3,(H,28,35)(H,29,37)(H,30,38)(H,31,36)","CWHSSBGVAAMVCC"
"541_566.89_5.8",541,566.888945470386,5.8442917,0.00457804891931692,2.33931957092843,0.804589045962059,-0.313675998290699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528_417.25_5.6",528,417.247228667274,5.5817213,0.00460030819468402,2.33721307206473,0.807439238315449,-0.308574397160338,"Amino acids and Peptides","Small peptides","Dipeptides","1,6-Bis(cyclohexyloximinocarbonyl)hexane",NA,NA,"C1CCC(=NOC(=O)NCCCCCCNC(=O)ON=C2CCCCC2)CC1",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C20H34N4O4/c25-19(27-23-17-11-5-3-6-12-17)21-15-9-1-2-10-16-22-20(26)28-24-18-13-7-4-8-14-18/h1-16H2,(H,21,25)(H,22,26)","RXSVYGIGWRDVQC"
"722_531.34_7.2",722,531.342269067001,7.2293215,0.00527032057759785,2.27816296716936,0.670896674634941,-0.575837502038873,"Alkaloids","Tryptophan alkaloids","Pyrroloindole alkaloids","N-[7-(dimethylamino)-4,4-bis[4-(dimethylamino)phenyl]-3,1-benzoxazin-2-yl]-2,2-dimethylpropanamide",NA,NA,"CC(C)(C)C(=O)NC1=NC2=C(C=CC(=C2)N(C)C)C(O1)(C3=CC=C(C=C3)N(C)C)C4=CC=C(C=C4)N(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C31H39N5O2/c1-30(2,3)28(37)33-29-32-27-20-25(36(8)9)18-19-26(27)31(38-29,21-10-14-23(15-11-21)34(4)5)22-12-16-24(17-13-22)35(6)7/h10-20H,1-9H3,(H,32,33,37)","ZLZCSECSWRSQSK"
"69_393.29_0.5",69,393.285771947492,0.525421,0.00536479696371468,2.2704467097105,0.792346079234341,-0.335797389657544,"Alkaloids","Fatty amides","N-acyl amines","1,3,5-Tris(2,2-dimethylpropionylamino)benzene",NA,NA,"CC(C)(C)C(=O)NC1=CC(=CC(=C1)NC(=O)C(C)(C)C)NC(=O)C(C)(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C21H33N3O3/c1-19(2,3)16(25)22-13-10-14(23-17(26)20(4,5)6)12-15(11-13)24-18(27)21(7,8)9/h10-12H,1-9H3,(H,22,25)(H,23,26)(H,24,27)","CPEULHAPWXMDDV"
"183_305.15_1.2",183,305.147018234362,1.1957107,0.00544253783528039,2.26419854316029,0.822769548588667,-0.281439695425452,"Amino acids and Peptides","Small peptides","Dipeptides","(1S,6R)-6-[2-(2-methylpropanoylamino)ethylcarbamoyl]cyclohex-3-ene-1-carboxylic acid",NA,NA,"CC(C)C(=O)NCCNC(=O)C1CC=CCC1C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H22N2O4/c1-9(2)12(17)15-7-8-16-13(18)10-5-3-4-6-11(10)14(19)20/h3-4,9-11H,5-8H2,1-2H3,(H,15,17)(H,16,18)(H,19,20)","HVDRDDOXYJQABP"
"520_322.15_5.3",520,322.152675502547,5.3421707,0.00573038212072245,2.24181641688289,0.80177763108898,-0.318725926796494,"Amino acids and Peptides","Small peptides","Dipeptides","2-amino-N-[4-[bis(2-methoxyethyl)amino]-2-fluorophenyl]acetamide",NA,NA,"COCCN(CCOC)C1=CC(=C(C=C1)NC(=O)CN)F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H22FN3O3/c1-20-7-5-18(6-8-21-2)11-3-4-13(12(15)9-11)17-14(19)10-16/h3-4,9H,5-8,10,16H2,1-2H3,(H,17,19)","GHDWUUFSJRFYPM"
"657_499.19_6.6",657,499.186631958234,6.622976,0.00573221355080542,2.24167763854531,1.25660901665362,0.3295358371263,"Amino acids and Peptides","Tyrosine alkaloids","Dipeptides","Muraglitazar",NA,NA,"CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)CN(CC(=O)O)C(=O)OC4=CC=C(C=C4)OC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C29H28N2O7/c1-20-26(30-28(37-20)22-6-4-3-5-7-22)16-17-36-24-10-8-21(9-11-24)18-31(19-27(32)33)29(34)38-25-14-12-23(35-2)13-15-25/h3-15H,16-19H2,1-2H3,(H,32,33)","IRLWJILLXJGJTD"
"306_616.37_3.8",306,616.370976029085,3.76132,0.00595009321957062,2.22547623016591,0.814988904195319,-0.295147677226295,"Amino acids and Peptides","Oligopeptides","Cyclic peptides","Cyl-2",NA,"C=C1Cc2ccc3[nH]c4c(c3c2[C@H]2[C@@H]1C[C@@H]2C(C)(C)O)[C@@H](OC)[C@@H]1CC[C@@]2(O)[C@@]35O[C@@H]3[C@@H](O)[C@@H](C(=C)C)O[C@H]5CC[C@]2(C)[C@@]41C","CCC(C)C1C(=O)N2CCCCC2C(=O)NC(C(=O)NC(C(=O)N1)CC3=CC=C(C=C3)OC)CCCCCC(=O)C4CO4",NA,NA,NA,NA,"CHJPLPXYURJSLZ","InChI=1S/C38H49NO6/c1-17(2)30-29(40)33-38(45-33)24(44-30)12-13-35(6)36(7)21(11-14-37(35,38)42)31(43-8)28-27-23(39-32(28)36)10-9-19-15-18(3)20-16-22(34(4,5)41)26(20)25(19)27/h9-10,20-22,24,26,29-31,33,39-42H,1,3,11-16H2,2,4-8H3/t20-,21+,22+,24+,26+,29+,30-,31+,33-,35-,36-,37+,38+/m1/s1","CHJPLPXYURJSLZ-UMIAAJJFSA-N","InChI=1S/C32H46N4O7/c1-4-20(2)28-32(41)36-17-9-8-11-25(36)31(40)33-23(10-6-5-7-12-26(37)27-19-43-27)29(38)34-24(30(39)35-28)18-21-13-15-22(42-3)16-14-21/h13-16,20,23-25,27-28H,4-12,17-19H2,1-3H3,(H,33,40)(H,34,38)(H,35,39)","WANLLPADDCXPGO"
"257_266.19_2.7",257,266.186446027015,2.7070138,0.00653459397896322,2.18478139173666,0.803150016584662,-0.316258607806433,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","1,6-Bis(morpholino)-2,4-hexadiyne",NA,NA,"C1COCCN1CC#CC#CCN2CCOCC2",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H20N2O2/c1(3-5-15-7-11-17-12-8-15)2-4-6-16-9-13-18-14-10-16/h5-14H2","ZNXWKPCOJLBLFJ"
"521_293.06_5.4",521,293.063221852893,5.3581815,0.00666829149638463,2.1759854237654,0.744002603054957,-0.426620425962782,"Carbohydrates","Phenolic acids (C6-C1)","Cyclitols","(beta-d-Galactopyranosyl)-sn-glycerol",NA,NA,"C(C1C(C(C(C(O1)C(C(CO)O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C9H18O8/c10-1-3(12)5(13)9-8(16)7(15)6(14)4(2-11)17-9/h3-16H,1-2H2","GKVQPWWCDQIXGN"
"290_377.25_3.3",290,377.254840578259,3.3466818,0.00672723410386629,2.17216345885677,0.808981747184151,-0.305820942966325,"Alkaloids","Ornithine alkaloids","Quinolizidine alkaloids","4-(4-acetylpiperazine-1-carbonyl)-N,N-dipropylbenzamide",NA,"CCCCC/C=C/C/C=C\CCCCCCCC(=O)OC[C@H](O)CO","CCCN(CCC)C(=O)C1=CC=C(C=C1)C(=O)N2CCN(CC2)C(=O)C",NA,NA,NA,NA,"WECGLUPZRHILCT","InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3/b7-6+,10-9-/t20-/m1/s1","WECGLUPZRHILCT-IHNKIBRCSA-N","InChI=1S/C20H29N3O3/c1-4-10-22(11-5-2)19(25)17-6-8-18(9-7-17)20(26)23-14-12-21(13-15-23)16(3)24/h6-9H,4-5,10-15H2,1-3H3","NHUMPRHPRPXYGT"
