"feature_id_full","feature_id","feature_mz","feature_rt","Pt_0m_vs_Pt_20m_p_value","Pt_0m_vs_wt_0m_p_value","Pt_0m_vs_wt_20m_p_value","Pt_20m_vs_wt_0m_p_value","Pt_20m_vs_wt_20m_p_value","wt_0m_vs_wt_20m_p_value","Pt_0m_vs_Pt_20m_p_value_minus_log10","Pt_0m_vs_wt_0m_p_value_minus_log10","Pt_0m_vs_wt_20m_p_value_minus_log10","Pt_20m_vs_wt_0m_p_value_minus_log10","Pt_20m_vs_wt_20m_p_value_minus_log10","wt_0m_vs_wt_20m_p_value_minus_log10","wt_0m_vs_wt_20m_fold_change","Pt_20m_vs_wt_20m_fold_change","Pt_0m_vs_wt_20m_fold_change","Pt_20m_vs_wt_0m_fold_change","Pt_0m_vs_wt_0m_fold_change","Pt_0m_vs_Pt_20m_fold_change","wt_0m_vs_wt_20m_fold_change_log2","Pt_20m_vs_wt_20m_fold_change_log2","Pt_0m_vs_wt_20m_fold_change_log2","Pt_20m_vs_wt_0m_fold_change_log2","Pt_0m_vs_wt_0m_fold_change_log2","Pt_0m_vs_Pt_20m_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"272_355.1_2.9",272,355.099857403995,2.8521998,0.00612967005931364,0.960537193504986,0.554226726342325,0.0143008193167374,0.0637148009508691,0.826060398906606,2.21256290154616,0.0174858139139582,0.256312535170306,1.84463908039893,1.19575966931893,0.0829881972887364,1.1144433621482,0.747071528633391,1.19188247989785,0.670353966838959,1.06948681321982,1.59540610800434,0.156323298316613,-0.42068171390184,0.25324199248889,-0.577005012218453,0.0969186941722769,0.67392370639073,"Fatty acids","Fatty amides","N-acyl amines","2-(2-ethenylsulfonylethoxy)-N-[2-(2-ethenylsulfonylethoxy)ethylamino]oxyethanamine",NA,NA,"C=CS(=O)(=O)CCOCCNONCCOCCS(=O)(=O)C=C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C12H24N2O7S2/c1-3-22(15,16)11-9-19-7-5-13-21-14-6-8-20-10-12-23(17,18)4-2/h3-4,13-14H,1-2,5-12H2","NBPPCUZISYYUSR"
"301_121.06_3.7",301,121.064981346077,3.6765113,0.0241652083130147,0.345368933706697,0.00243418921271876,0.392643050564242,0.562993664807809,0.0496534098955306,1.61680945673024,0.461716730250154,2.6136456665144,0.406002084773,0.249496492101567,1.30405092142918,1.30979078594891,1.11827807817393,1.60042525040971,0.853783741778089,1.2218938074528,1.43115141184123,0.389336387198864,0.161278982562254,0.678455295826578,-0.228057404636609,0.289118908627714,0.517176313264324,"Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","4-ethenylphenol",NA,"c1ccc2c(c1)CCO2","C=CC1=CC=C(C=C1)O",NA,NA,NA,NA,"HBEDSQVIWPRPAY","InChI=1S/C8H8O/c1-2-4-8-7(3-1)5-6-9-8/h1-4H,5-6H2","HBEDSQVIWPRPAY-UHFFFAOYSA-N","InChI=1S/C8H8O/c1-2-7-3-5-8(9)6-4-7/h2-6,9H,1H2","FUGYGGDSWSUORM"
"643_1083.94_6.6",643,1083.94277079726,6.5571213,0.0259926288210238,0.997258349804272,0.798364543560886,0.0364932351376784,0.123550167627027,0.887643538703387,1.58514979496111,0.0011923187596728,0.0977987588922594,1.43778763457552,0.90815666103128,0.0517614038770606,0.938510949966175,1.2845993295663,0.923180637721904,1.36876328359579,0.983665281428178,0.718652591881379,-0.0915545172582343,0.361318448613401,-0.115315128871387,0.452872965871635,-0.0237606116131528,-0.476633577484788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555_129.05_6.1",555,129.054734058256,6.0599084,0.0570817129054096,0.763956781564695,0.962059024822864,0.0103493666521022,0.12752546947666,0.489779916457615,1.24350300307306,0.116931209564196,0.0167982820489976,1.98508622681705,0.894403068967155,0.309999027195093,1.22012911006028,0.770236818559024,1.06313232596736,0.631274848053556,0.871327728517874,1.38026682229537,0.287033817122831,-0.376626006960287,0.0883211774292728,-0.663659824083118,-0.198712639693558,0.46494718438956,"Fatty acids","Fatty Acids and Conjugates","Dicarboxylic acids","2-[(E)-2-[(E)-2-hydroxyethenoxy]ethenoxy]ethanol",NA,"O=Cc1ccco1","C(COC=COC=CO)O",NA,NA,NA,NA,"HYBBIBNJHNGZAN","InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H","HYBBIBNJHNGZAN-UHFFFAOYSA-N","InChI=1S/C6H10O4/c7-1-3-9-5-6-10-4-2-8/h1,3,5-8H,2,4H2","HVBMAZIYCWLWET"
"561_205.07_6.1",561,205.068317543997,6.0710073,0.0718199724136463,0.339924529782411,0.941918406044779,0.00342892842845743,0.179179494407662,0.148963717732944,1.14375476602425,0.468617494537989,0.0259867164632622,2.46484157975831,0.746711693195987,0.826919497407614,1.23574045695899,0.846694498249121,1.04840487342482,0.685171787879093,0.848402160438132,1.23823276942606,0.305375765267008,-0.240086580307113,0.0681959650451561,-0.545462345574121,-0.237179800221852,0.308282545352269,"Alkaloids","Pseudoalkaloids (transamidation)","Purine alkaloids","1-Methyl-2,4-dinitro-5-amino-1H-imidazole",NA,NA,"CN1C(=C(N=C1[N+](=O)[O-])[N+](=O)[O-])N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C4H5N5O4/c1-7-2(5)3(8(10)11)6-4(7)9(12)13/h5H2,1H3","PADFCMFNGIHTAO"
"300_291.11_3.6",300,291.105038375239,3.6421165,0.0984376763707229,0.585418727598947,0.0334539125344656,0.592273347979169,0.920203974028935,0.27472507728484,1.00683864640446,0.232533388559576,1.4755530828958,0.227477809965853,0.0361158955060078,0.561101695769308,1.2699599021829,1.07549374288765,1.5534327917776,0.846872205208218,1.2232140472368,1.44439035749916,0.344782945946158,0.104999131333527,0.635459825581662,-0.239783814612631,0.290676879635504,0.530460694248135,"Alkaloids","Anthranilic acid alkaloids","Quinazoline alkaloids","Kinase inhibitor, A2",NA,NA,"C1=CC(=C(C(=C1)F)C2=CC=CN3C2=NC=C(C3=O)N)F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C14H9F2N3O/c15-9-4-1-5-10(16)12(9)8-3-2-6-19-13(8)18-7-11(17)14(19)20/h1-7H,17H2","AMMNITAEKXLTKI"
"558_183.09_6.1",558,183.08633311459,6.060606,0.107026681623835,0.136337376033973,0.998735885558812,0.00182285182313002,0.136541620603289,0.106862452682171,0.9705079397215,0.865385068742524,0.000549345217113413,2.73924863305235,0.864734946841827,0.971174862212737,1.25289227505018,0.840487939902813,1.01213249255755,0.670838153159778,0.807836805057338,1.20422012560298,0.325262375607869,-0.250700976398236,0.0173981574672497,-0.575963352006105,-0.307864218140619,0.268099133865486,"Fatty acids","Fatty acyls","Fatty alcohols","G-Ol","C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O","OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO|O=C[C@@H](O)[C@H](O)[C@H](O)CO|O[C@H]1[C@H](O)[C@H](O)OC[C@H]1O","C(C(C(C(C(CO)O)O)O)O)O","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",NA,"FBPFZTCFMRRESA-JGWLITMVSA-N","FBPFZTCFMRRESA","FBPFZTCFMRRESA|PYMYPHUHKUWMLA|SRBFZHDQGSBBOR","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1|InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1|InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5-/m1/s1","FBPFZTCFMRRESA-KVTDHHQDSA-N|PYMYPHUHKUWMLA-WDCZJNDASA-N|SRBFZHDQGSBBOR-SQOUGZDYSA-N","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA"
"583_489.82_6.5",583,489.823107088525,6.47991,0.111228963940216,0.000286289818959395,0.000116656175427887,0.0176762881354372,0.00608753290837472,0.926335969636469,0.953782108064191,3.54319409608729,3.93309226601497,1.75260892775862,2.21555867803408,0.0332314719614246,0.93429444350478,0.675668580170327,0.56597660502582,0.723185913035852,0.605779697139903,0.837654171936106,-0.0980508070077064,-0.565612326176335,-0.821185675241507,-0.467561519168628,-0.723134868233801,-0.255573349065173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244_374.14_2.2",244,374.144538125465,2.2429333,0.116178999382843,0.0663800609674452,0.00114503903345298,0.986442144414524,0.0785528789527958,0.136454242380964,0.934872368300324,1.17796235304503,2.94117970832471,0.00592838136804473,1.10483789349605,0.865012957509646,1.20851979327516,1.24518331646007,1.60429581203302,1.0303375446467,1.32748823888542,1.28840130671993,0.2732411019211,0.316358152156185,0.681940181197725,0.0431170502350845,0.408699079276625,0.365582029041541,"Amino acids and Peptides","Amino acid glycosides","Cyanogenic glycosides","Proacaciberin",NA,NA,"CC(=C)C(C#N)OC1C(C(C(C(O1)COC2C(C(C(CO2)O)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C16H25NO10/c1-6(2)8(3-17)26-16-14(23)12(21)11(20)9(27-16)5-25-15-13(22)10(19)7(18)4-24-15/h7-16,18-23H,1,4-5H2,2H3","BHUCUDQLYLLDIA"
"380_313.14_4.1",380,313.142452896645,4.144522,0.140813020022001,0.206756307722723,0.899414761802679,0.00378599643312927,0.0442884361343862,0.514296797939706,0.851357187081098,0.684541232114548,0.0460399887751534,2.42181979953044,1.35370965478405,0.288786179628833,1.17678918404463,0.756026294488427,0.931846832647549,0.642448371160212,0.79185536821879,1.23255876077444,0.234855891850787,-0.40349168283736,-0.101835255822727,-0.638347574688147,-0.336691147673513,0.301656427014634,"Alkaloids","Pseudoalkaloids (transamidation)","Purine alkaloids","1,3-dimethyl-7-phenyl-1H,2H,3H,4H,8H-imidazo[1,2-g]purine-2,4-dione",NA,NA,"CN1C2=C(C(=O)N(C1=O)C)N3C=C(NC3=N2)C4=CC=CC=C4",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C15H13N5O2/c1-18-12-11(13(21)19(2)15(18)22)20-8-10(16-14(20)17-12)9-6-4-3-5-7-9/h3-8H,1-2H3,(H,16,17)","UKMQTJFZUOZSRV"
"242_181.09_2.2",242,181.085830857087,2.2400389,0.188675148189036,0.630680734770976,0.0313076283031939,0.778925322691818,0.710727550171151,0.232418689805763,0.724285300233317,0.200190435076833,1.50434983094102,0.108504177112388,0.148296849528159,0.633728951354233,1.26509994442866,1.12510159020627,1.50393386654996,0.889338107365407,1.18878660391465,1.336709395526,0.339251364078386,0.170055274393121,0.58874112785455,-0.169196089685265,0.249489763776164,0.418685853461428,"Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","2-(2,2-Dimethoxyethenyl)phenol",NA,"Cc1ccc(C2(C)CCC(=O)O2)o1","COC(=CC1=CC=CC=C1O)OC",NA,NA,NA,NA,"ZQHMVQITCFVJFA","InChI=1S/C10H12O3/c1-7-3-4-8(12-7)10(2)6-5-9(11)13-10/h3-4H,5-6H2,1-2H3","ZQHMVQITCFVJFA-UHFFFAOYSA-N","InChI=1S/C10H12O3/c1-12-10(13-2)7-8-5-3-4-6-9(8)11/h3-7,11H,1-2H3","HGDOSTUACPELSL"
"216_343.3_1.8",216,343.295390138933,1.8271214,0.241706449974763,0.240140847960756,0.240140847960756,0.00824309898292042,0.00824309898292042,1,0.616711760220927,0.619533960163394,0.619533960163394,2.08390948512803,2.08390948512803,0,1,0.588905308677371,0.741058913293363,0.588905308677371,0.741058913293363,1.25836684161961,0,-0.763892416152414,-0.43233985527443,-0.763892416152414,-0.43233985527443,0.331552560877984,"Fatty acids","Fatty amides","N-acyl ethanolamines (endocannabinoids)","2-[Dimethyl-[3-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-tricosadeuteriododecanoylamino)propyl]azaniumyl]acetate","O=C1c2cc(CO)cc(O)c2C(=O)c2c1cc(O)c(Cl)c2O",NA,"CCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)O","InChI=1S/C15H9ClO6/c16-12-9(19)3-7-11(15(12)22)14(21)10-6(13(7)20)1-5(4-17)2-8(10)18/h1-3,17-19,22H,4H2",NA,"GPTPSPAFUZTDEG-UHFFFAOYSA-N","GPTPSPAFUZTDEG",NA,NA,NA,"InChI=1S/C19H38N2O3/c1-4-5-6-7-8-9-10-11-12-14-18(22)20-15-13-16-21(2,3)17-19(23)24/h4-17H2,1-3H3,(H-,20,22,23,24)/p+1","MRUAUOIMASANKQ"
"557_165.08_6.1",557,165.075790321243,6.0613112,0.310519277508802,0.126441354359109,0.99877793192098,0.00546795727851579,0.252043236368945,0.16015292079745,0.5079114329888,0.898110860922164,0.000531061986312352,2.26217488726027,0.598524952449426,0.795465136459117,1.25653972491249,0.849461603125542,0.986861571797079,0.67603242960321,0.785380320439774,1.16174947539239,0.329456282064819,-0.23537935787494,-0.0190803644994805,-0.564835639939759,-0.3485366465643,0.216298993375459,"Fatty acids","Fatty acyls","Fatty alcohols","G-Ol","C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O","CC(O)C(O)C(O)C(O)C=O","C(C(C(C(C(CO)O)O)O)O)O","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1",NA,"FBPFZTCFMRRESA-KVTDHHQDSA-N","FBPFZTCFMRRESA","PNNNRSAQSRJVSB","InChI=1S/C6H12O5/c1-3(8)5(10)6(11)4(9)2-7/h2-6,8-11H,1H3","PNNNRSAQSRJVSB-UHFFFAOYSA-N","InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2","FBPFZTCFMRRESA"
